Id,Label,timeset,dominant_topic,color,color_cluster,pub_sum,label_size,node_size,modularity_class
2821,"Hamburg, Carl H.",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
2837,"Handy, Rollo",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
2894,"Harris, Errol E.",,G-Quantum (14),"#EF8864","#EF8864",2,2,1,5
3195,"Hopson, Ronald C.",,C-Confirmation (20),"#DCEDC8","#AED681",2,2,1,0
3205,"Horowitz, Irving Louis",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
3526,"Kaminsky, Jack",,C-Confirmation (20),"#DCEDC8","#AED681",2,2,1,10
3562,"Karreman, George",,G-Particles (3),"#F3AA91","#EF8864",2,2,1,5
3679,"King, Lester S.",,E-Mind (11),"#FDF176","#FDF176",2,2,1,14
3730,"Klemke, E. D.",,A-Language (17),"#80CBC4","#53B6AC",2,2,1,10
3739,"Klowski, Joachim",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
3842,"Krantz, David H.",,A-Formal (4),"#B2DFDB","#53B6AC",2,2,1,20
3847,"Krause, Merton S.",,C-Experiment (12),"#C5E2A5","#AED681",2,2,1,20
3903,"Kultgen, J. H.",,H-Philosophy (6),"#A1887F","#A1887F",2,2,1,13
3905,"Kumar, Dharmendra",,A-Truth (23),"#439788","#53B6AC",2,2,1,10
4112,"Lejewski, Czesław",,A-Truth (23),"#439788","#53B6AC",2,2,1,10
4209,"Lindley, T. Foster",,A-Language (17),"#80CBC4","#53B6AC",2,2,1,10
4459,"Mandelbaum, Maurice",,E-Mind (11),"#FDF176","#FDF176",2,2,1,14
4493,"Marcus, Ruth Barcan",,A-Sentence (7),"#4BA69A","#53B6AC",2,2,1,10
4521,"Marshall, Ninian",,E-Neurosciences (13),"#DCE875","#FDF176",2,2,1,5
4529,"Martin, Anne",,D-Agent-decision (8),"#DCE875","#DCE875",2,2,1,19
4662,"McCulloch, Warren S.",,E-Neurosciences (13),"#DCE875","#FDF176",2,2,1,16
4707,"McKnight, John Lacy",,G-Quantum (14),"#EF8864","#EF8864",2,2,1,5
4710,"McLaughlin, Andrew",,C-Confirmation (20),"#DCEDC8","#AED681",2,2,1,14
4972,"Morrison, Paul G.",,H-Social (18),"#8D6E63","#A1887F",2,2,1,17
5052,"Myers, Charles Mason",,E-Perception (10),"#F9D849","#FDF176",2,2,1,1
5372,"Palmieri, L. E.",,A-Language (17),"#80CBC4","#53B6AC",2,2,1,10
5379,"Paneth, F. A.",,G-Particles (3),"#F3AA91","#EF8864",2,2,1,13
5403,"Park, James L.",,G-Quantum (14),"#EF8864","#EF8864",2,2,1,5
5567,"Pikler, Andrew G.",,G-Quantum (14),"#EF8864","#EF8864",2,2,1,5
5750,"Raab, Francis V.",,E-Mind (11),"#FDF176","#FDF176",2,2,1,14
5923,"Riepe, Dale",,H-History (0),"#BCAAA4","#A1887F",2,2,1,14
5926,"Rieser, Max",,H-History (0),"#BCAAA4","#A1887F",2,2,1,14
6002,"Rogers, Robert",,A-Language (17),"#80CBC4","#53B6AC",2,2,1,10
6056,"Roshwald, M.",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
6328,"Schnädelbach, Herbert",,A-Language (17),"#80CBC4","#53B6AC",2,2,1,10
6409,"Seaman, Francis",,H-Philosophy (6),"#A1887F","#A1887F",2,2,1,5
6599,"Sjoberg, Gideon",,H-Social (18),"#8D6E63","#A1887F",2,2,1,14
6705,"Somenzi, Vittorio",,E-Mind (11),"#FDF176","#FDF176",2,2,1,18
6940,"Suits, Bernard",,D-Agent-decision (8),"#DCE875","#DCE875",2,2,1,19
6965,"Swanson, J. W.",,A-Formal (4),"#B2DFDB","#53B6AC",2,2,1,10
6981,"Szasz, Thomas S.",,E-Mind (11),"#FDF176","#FDF176",2,2,1,14
7007,"Tamari, Dov",,A-Mathematical (15),"#53B6AC","#53B6AC",2,2,1,20
7098,"Thompson, John W.",,C-Experiment (12),"#C5E2A5","#AED681",2,2,1,20
7147,"Todd, William",,F-Causation (19),"#FFDFAC","#F4B74C",2,2,1,14
7255,"Ullian, Joseph S.",,B-Arguments (22),"#97D8A3","#81C884",2,2,1,21
7401,"Vetter, Hermann",,C-Confirmation (20),"#DCEDC8","#AED681",2,2,1,0
7493,"Walker, Nigel",,E-Mind (11),"#FDF176","#FDF176",2,2,1,14
7513,"Walsh, Harold T.",,H-Philosophy (6),"#A1887F","#A1887F",2,2,1,13
7763,"Wilson, P. R.",,C-Confirmation (20),"#DCEDC8","#AED681",2,2,1,0
8001,"Čapek, Milič",,H-Philosophy (6),"#A1887F","#A1887F",2,2,1,13
